Event Title,Date,Location,Status,URL,Date_of_check
One-North Festival 2019,13 - 14 Sep 2019,"Fusionopolis One, 1 Fusionopolis Pl, Singapore 138632",ENDED,https://thesmartlocal.com/read/one-north-festival-2019/,31/03/2024 14:13:10
Marina Square Black Friday Scavenger Hunt,14 - 24 Sep 2019,"Marina Square, 6 Raffles Blvd, Singapore 039594",ENDED,https://thesmartlocal.com/read/marina-square-black-friday/,31/03/2024 14:13:10
Yellow Ribbon Prison Run 2019,15 Sep 2019,,ENDED,https://thesmartlocal.com/read/yellow-ribbon-run-2019/,31/03/2024 14:13:10
Singapore Grand Prix 2019,20 - 22 Sep 2019,Marina Bay Street Circuit,ENDED,https://thesmartlocal.com/read/f1-singapore-2019/,31/03/2024 14:13:10
Singapore Navy Poly/ITE Sponsorship And Career Seminar,20 Sep 2019,"The Joyden Hall, Bugis+, 201 Victoria Street, #07-01, Singapore 188067",ENDED,https://thesmartlocal.com/read/singapore-navy-career-seminar-2019/,31/03/2024 14:13:10
AECC Global Education Fair,21 Sep 2019,"Bistro@DUO Galleria, 7 Fraser Street, #01-25/26, Singapore 189356",ENDED,https://thesmartlocal.com/read/aecc-global-education-fair/,31/03/2024 14:13:10
Batman Run,21 Sep 2019,Marina Barrage,ENDED,https://thesmartlocal.com/read/batman-run-2019/,31/03/2024 14:13:10
Halloween Horror Nights 9,27 Sep - 31 Oct 2019,"Universal Studios Singapore, Resorts World Sentosa, 8 Sentosa Gateway, Singapore 098269",ENDED,https://thesmartlocal.com/read/halloween-horror-nights-2019/,31/03/2024 14:13:10
Beyond The Label Fest,28 Sep 2019,,ENDED,https://thesmartlocal.com/read/beyond-the-label-fest/,31/03/2024 14:13:10
No.5 Emerald Hill Beach Party,28 Sep 2019,"5 Emerald Hill Road, Singapore 229289",ENDED,https://thesmartlocal.com/read/no-5-emerald-hill-2019/,31/03/2024 14:13:10
B.Y.O Cinema,28 Sep 2019,"Fort Canning Green, Fort Canning Park",ENDED,https://thesmartlocal.com/read/byo-free-cinema/,31/03/2024 14:13:10
Singapore Red Cross 70th Anniversary Commemorative Exhibition,01 - 06 Oct 2019,Junction 8,ENDED,https://thesmartlocal.com/read/singapore-heroes/,31/03/2024 14:13:10
Singapore Red Cross 70th Anniversary Commemorative Exhibition,07 - 12 Oct 2019,Raffles City Singapore,ENDED,https://thesmartlocal.com/read/singapore-heroes/,31/03/2024 14:13:10
Singapore Red Cross 70th Anniversary Commemorative Exhibition,14 - 20 Oct 2019,The Star Vista,ENDED,https://thesmartlocal.com/read/singapore-heroes/,31/03/2024 14:13:10
Singapore Red Cross 70th Anniversary Commemorative Exhibition,23 Oct - 03 Nov 2019,Heartbeat@Bedok,ENDED,https://thesmartlocal.com/read/singapore-heroes/,31/03/2024 14:13:10
Halloween 2019 At 313@Somerset,01 - 31 Oct 2019,"313 Orchard Rd, Singapore 238895",ENDED,https://thesmartlocal.com/read/313-somerset-halloween-2019/,31/03/2024 14:13:10
Winter Time 21st Anniversary Expo Sale,04 - 13 Oct 2019,"Singapore Expo Hall 6A, 1 Expo Drive, Singapore 486150",ENDED,https://thesmartlocal.com/read/winter-time-expo-sale-2019/,31/03/2024 14:13:10
Dessert Museum Pop-Up,04 - 28 Oct 2019,,ENDED,https://thesmartlocal.com/read/dessert-museum/,31/03/2024 14:13:10
Klook Travel Festival 2019,05 - 06 Oct 2019,"1 Raffles Boulevard, Suntec City Convention Centre Hall 401 & 402, Singapore 039593",ENDED,https://thesmartlocal.com/read/klook-travel-festival-2019/,31/03/2024 14:13:10
On The List Moleskine Sale,10 - 11 Oct 2019,"137 Cecil Street, Hengda Building, #02-02, Singapore 069537",ENDED,https://thesmartlocal.com/read/on-the-list-moleskine/,31/03/2024 14:13:10
On The List Moleskine Sale,12 Oct 2019,"137 Cecil Street, Hengda Building, #02-02, Singapore 069537",ENDED,https://thesmartlocal.com/read/on-the-list-moleskine/,31/03/2024 14:13:10
SAFRA Swim For Hope,11 Oct 2019,SAFRA Mount Faber & Yishun,ENDED,https://thesmartlocal.com/read/safra-swim-for-hope-2019/,31/03/2024 14:13:10
SAFRA Swim For Hope,12 Oct 2019,SAFRA Toa Payoh & Jurong,ENDED,https://thesmartlocal.com/read/safra-swim-for-hope-2019/,31/03/2024 14:13:10
SAFRA Swim For Hope,13 Oct 2019,SAFRA Tampines,ENDED,https://thesmartlocal.com/read/safra-swim-for-hope-2019/,31/03/2024 14:13:10
The GREAT Wine & Dine Festival 2019,11 - 12 Oct 2019,Resorts World Sentosa,ENDED,https://thesmartlocal.com/read/wine-dine-festival-2019/,31/03/2024 14:13:10
Go Yellow With Scoot,18 - 20 Oct 2019,"435 Orchard Road, Wisma Atria Outdoor Atrium, Level 2, Singapore 238877",ENDED,https://thesmartlocal.com/read/scoot-go-yellow/,31/03/2024 14:13:10
The Bubble Tea Factory,19 Oct - 18 Dec 2019,"*SCAPE Underground Orchard, 2 Orchard Link, Singapore 237978",ENDED,https://thesmartlocal.com/read/bubble-tea-factory/,31/03/2024 14:13:10
Winter Time Extravagant Sale 2019,25 Oct - 03 Nov 2019,Singapore Expo Hall 6A,ENDED,https://thesmartlocal.com/read/winter-time-extravagant-sale-2019/,31/03/2024 14:13:10
Disney: Magic Of Animation,26 Oct 2019 - 29 Mar 2020,"Artscience Museum at Marina Bay Sands, 6 Bayfront Ave, Singapore 018974",ENDED,https://thesmartlocal.com/read/disney-mbs/,31/03/2024 14:13:10
Guinness Great Grill Out 2019,02 - 03 Nov 2019,"Core Collective Dempsey, 27A, 30B/C Loewen Road, Singapore 248839",ENDED,https://thesmartlocal.com/read/guinness-great-grill-out/,31/03/2024 14:13:10
Arts In Your Neighbourhood,07 - 24 Nov 2019,,ENDED,https://thesmartlocal.com/read/things-to-do-punggol-ayn-2019/,31/03/2024 14:13:10
Kallang Wave Mall Christmas,08 Nov - 29 Dec 2019,"Kallang Wave Mall, 1 Stadium Place, Singapore 397628",ENDED,https://thesmartlocal.com/read/kallang-wave-mall-christmas/,31/03/2024 14:13:10
Winter Time,08 - 10 Nov 2019,Suntec Convention Centre,ENDED,https://thesmartlocal.com/read/winter-time-suntec-sale-2019/,31/03/2024 14:13:10
Bazaar By The Pier 2019,09 - 10 Nov 2019,Singapore Maritime Gallery (Marina South Pier),ENDED,https://thesmartlocal.com/read/bazaar-by-the-pier-2019/,31/03/2024 14:13:10
SAFRA Entrepreneurs' Marketplace 2019,09 - 10 Nov 2019,SAFRA Toa Payoh,ENDED,https://thesmartlocal.com/read/safra-entrepreneurs-marketplace-2019/,31/03/2024 14:13:10
Learning Neighbourhood @ Geylang Serai,11 - 16 Nov 2019,Various locations,ENDED,https://thesmartlocal.com/read/learning-neighbourhood-geylang-serai/,31/03/2024 14:13:10
Doraemon Pop-Up,15 Nov - 26 Dec 2019,"AMK Hub, 53 Ang Mo Kio Avenue 3, Singapore 569933",ENDED,https://thesmartlocal.com/read/amk-jurong-point-doraemon/,31/03/2024 14:13:10
Doraemon Pop-Up,15 Nov - 26 Dec 2019,"Jurong Point, Jurong West Central 2, Singapore 648886",ENDED,https://thesmartlocal.com/read/amk-jurong-point-doraemon/,31/03/2024 14:13:10
City Square Mall - We Bare Bears Christmas,15 Nov - 29 Dec 2019,"City Square Mall - 180 Kitchener Rd, Singapore 208539",ENDED,https://thesmartlocal.com/read/city-square-mall-christmas-2019/,31/03/2024 14:13:10
Christmas At Chinatown Point,15 Nov - 25 Dec 2019,"133 New Bridge Road, Singapore 059413",ENDED,https://thesmartlocal.com/read/chinatown-point-christmas/,31/03/2024 14:13:10
Pokemon Singapore,15 - 24 Nov 2019,Jewel Changi Airport,ENDED,https://thesmartlocal.com/read/jewel-changi-pokemon-center/,31/03/2024 14:13:10
Artbox Singapore 2019: Eden,15 - 17 Nov 2019,"Singapore Turf Club (The Grounds@Kranji), 1 Turf Club Ave, Singapore 738078",ENDED,https://thesmartlocal.com/read/artbox-2019/,31/03/2024 14:13:10
Artbox Singapore 2019: Eden,22 - 24 Nov 2019,"Singapore Turf Club (The Grounds@Kranji), 1 Turf Club Ave, Singapore 738078",ENDED,https://thesmartlocal.com/read/artbox-2019/,31/03/2024 14:13:10
Christmas At Quayside Isle,16 Nov - 31 Dec 2019,"Sentosa Cove, Quayside Isle, 31 Ocean Way Singapore 098375",ENDED,https://thesmartlocal.com/read/quayside-isle-christmas-lights/,31/03/2024 14:13:10
Disney Tsum Tsum River Escapade,16 Nov - 29 Dec 2019,"River Safari, 80 Mandai Lake Road, Singapore 729826",ENDED,https://thesmartlocal.com/read/disney-tsum-tsum/,31/03/2024 14:13:10
Faber Peak Mini Wedding Showcase,16 - 17 Nov 2019,"Private Dining Room, Faber Peak",ENDED,https://thesmartlocal.com/read/non-hotel-wedding/,31/03/2024 14:13:10
Frozen At Jewel Changi,21 Nov 2019 - 05 Jan 2020,,ENDED,https://thesmartlocal.com/read/frozen-christmas-changi-airport/,31/03/2024 14:13:10
Mauboussin Sale,21 - 23 Nov 2019,"435 Orchard Road, #02-14/15 Wisma Atria, Singapore 238877",ENDED,https://thesmartlocal.com/read/mauboussin-sale-2019/,31/03/2024 14:13:10
MINI Extraoddinary,22 - 24 Nov 2019,Chinatown,ENDED,https://thesmartlocal.com/read/chinatown-mini-extraoddinary/,31/03/2024 14:13:10
The Great Christmas Village,23 Nov - 26 Dec 2019,"*SCAPE, Shaw House and the Grange Road Car Park",ENDED,https://thesmartlocal.com/read/orchard-road-christmas-village-2019/,31/03/2024 14:13:10
Winter Time Final Sale,27 Nov - 01 Dec 2019,Singapore Expo Hall 4A,ENDED,https://thesmartlocal.com/read/final-winter-time-sale-2019/,31/03/2024 14:13:10
Hush Puppies Warehouse Sale,27 Nov - 01 Dec 2019,,ENDED,https://thesmartlocal.com/read/transmarco-warehouse-sale/,31/03/2024 14:13:10
Plaza Singapura'S Snow Fun House,27 Nov - 26 Dec 2019,"68 Orchard Rd, Singapore 238839",ENDED,https://thesmartlocal.com/read/plaza-singapura-christmas/,31/03/2024 14:13:10
Sweeney Todd: The Demon Barber Of Fleet Street Musical,28 Nov - 08 Dec 2019,"Sands Theatre, Marina Bay Sands, 10 Bayfront Avenue, Singapore 018956",ENDED,https://thesmartlocal.com/read/sweeney-todd-musical/,31/03/2024 14:13:10
SITEX 2019,28 Nov - 01 Dec 2019,"1 Expo Drive, Expo Halls 5 and 6, Singapore 486150",ENDED,https://thesmartlocal.com/read/sitex-2019/,31/03/2024 14:13:10
HarbourFront Centre,29 Nov - 31 Dec 2019,,ENDED,https://thesmartlocal.com/read/harbourfront-centre-christmas-2019/,31/03/2024 14:13:10
VivoCity'S Black Friday Sale,29 Nov - 01 Dec 2019,Vivocity,ENDED,https://thesmartlocal.com/read/vivocity-black-friday/,31/03/2024 14:13:10
Singapore Media Festival 2019,29 Nov - 01 Dec 2019,Armenian Street,ENDED,https://thesmartlocal.com/read/singapore-media-festival-2019/,31/03/2024 14:13:10
Bounce-A-Saurus Fiesta At VivoCity,29 Nov - 25 Dec 2019,VivoCity Singapore,ENDED,https://thesmartlocal.com/read/vivocity-bounce-a-saurus/,31/03/2024 14:13:10
Standard Chartered Singapore Marathon 2019,29 Nov - 01 Dec 2019,"F1 Pit Building, 1 Republic Boulevard, Singapore 038975 and The Float @ Marina Bay, 20 Raffles Avenue, Singapore 039805",ENDED,https://thesmartlocal.com/read/standard-chartered-marathon-2019/,31/03/2024 14:13:10
Christmas Village At Aperia Mall,02 - 25 Dec 2019,"8-12 Kallang Avenue, Singapore 339509",ENDED,https://thesmartlocal.com/read/aperia-mall-christmas-village/,31/03/2024 14:13:10
313@Somerset 10th Birthday,03 - 29 Dec 2019,313@somerset,ENDED,https://thesmartlocal.com/read/313somerset-10th-birthday/,31/03/2024 14:13:10
Christmas Craftholic Pop-Up At SingPost Centre,04 - 15 Dec 2019,"10 Eunos Road 8, Singapore 408600",ENDED,https://thesmartlocal.com/read/singpost-centre-craftholic-pop-up/,31/03/2024 14:13:10
The Season Of Joy At Capitol Singapore And CHIJMES,06 - 25 Dec 2019,,ENDED,https://thesmartlocal.com/read/capitol-chijmes-christmas-2019/,31/03/2024 14:13:10
Marina At Keppel Bay'S Christmas Merry Market 2019,06 - 07 Dec 2019,"Marina at Keppel Bay, 2 Keppel Bay Vista, Singapore 098382",ENDED,https://thesmartlocal.com/read/marina-at-keppel-bay-christmas/,31/03/2024 14:13:10
AMORE Store X Lazada 12.12 Sale,12 - 14 Dec 2019,"#02-13, Funan, 107 North Bridge Rd, Singapore 179105",ENDED,https://thesmartlocal.com/read/lazada-amore-store/,31/03/2024 14:13:10
Sephora Christmas 2019 Events And Promotions,13 - 24 Dec 2019,,ENDED,https://thesmartlocal.com/read/sephora-christmas-2019/,31/03/2024 14:13:10
The Great Circus Of Europe,20 Dec 2019 - 01 Jan 2020,Bayfront Event Space,ENDED,https://thesmartlocal.com/read/uncle-ringo-great-circus-of-europe/,31/03/2024 14:13:10
VivoCity Late Night Shopping,20 - 21 Dec 2019,,ENDED,https://thesmartlocal.com/read/vivocity-late-night-shopping/,31/03/2024 14:13:10
Gain City,21 - 22 Dec 2019,,ENDED,https://thesmartlocal.com/read/gain-city-christmas-sale-2019/,31/03/2024 14:13:10
Star Island Singapore Countdown Edition 2019-2020,31 Dec 2019 - 01 Jan 2020,"The Float @ Marina Bay, 20 Raffles Ave, Singapore 039805",ENDED,https://thesmartlocal.com/read/star-island-2019/,31/03/2024 14:13:10
Capitol Singapore - Mambo To 2020,31 Dec 2019 - 01 Jan 2020,Capitol Singapore,ENDED,https://thesmartlocal.com/read/capitol-singapore-mambo-2020/,31/03/2024 14:13:10
