Event Title,Date,Location,Status,URL,Date_of_check
Geylang Serai Ramadan Bazaar 2024,08 Mar - 10 Apr 2024,"1 Geylang Serai, Singapore 402001",ENDED,https://thesmartlocal.com/read/geylang-serai-bazaar-2024/,15/04/2024 22:34:20
GoGreen Market By REFASH,18 - 31 Mar 2024,Chinatown Point,ENDED,https://thesmartlocal.com/read/refash-chinatown-point-pop-up/,15/04/2024 22:34:20
Gardens By The Bay Sakura Festival 2024,22 Mar - 21 Apr 2024,"18 Marina Gardens Drive, Gardens by the Bay, Singapore 018953",,https://thesmartlocal.com/read/gardens-by-the-bay-sakura-2024/,15/04/2024 22:34:20
Naruto: The Gallery,28 Mar - 30 Jun 2024,"8 Sentosa Gateway, Singapore 098269",,https://thesmartlocal.com/read/naruto-the-gallery-singapore/,15/04/2024 22:34:20
Night At Orchard:#Find out more about Night at Orchard_0,"29th-31st March 2024, ",,ENDED,https://thesmartlocal.com/read/night-at-orchard-2024/,15/04/2024 22:34:20
Night At Orchard:#Find out more about Night at Orchard_1, on the last weekend of every month,,ENDED,https://thesmartlocal.com/read/night-at-orchard-2024/,15/04/2024 22:34:20
SHEIN Spring-Summer Pop-Up,01 - 07 Apr 2024,Plaza Singapura,ENDED,https://thesmartlocal.com/read/shein-pop-up-plaza-singapura/,15/04/2024 22:34:20
Rasa Gombak Day Out,05 - 07 Apr 2024,Bukit Gombak Neighbourhood Centre,ENDED,https://thesmartlocal.com/read/rasa-gombak-day-out-2024/,15/04/2024 22:34:20
Vintage Flea Market By The Retro Factory,06 - 08 Jan 2023,"Katong Square, 88 East Coast Road, Singapore 423371",ENDED,https://thesmartlocal.com/read/the-retro-factory-flea-market/,15/04/2024 22:34:20
Light To Night 2023: Here And Now,06 - 26 Jan 2023,"1 St Andrew's Rd, #01-01, Singapore 178957",ENDED,https://thesmartlocal.com/read/light-to-night-2023/,15/04/2024 22:34:20
S.E.A. Focus 2023,06 - 15 Jan 2023,"39 Keppel Road, Tanjong Pagar Distripark, Singapore 089065",ENDED,https://thesmartlocal.com/read/sea-focus-2023/,15/04/2024 22:34:20
Disney100 At Jewel Changi,13 Jan - 09 Apr 2023,"Jewel Changi Airport, 78 Airport Boulevard., Singapore 819666",ENDED,https://thesmartlocal.com/read/disney100-jewel-changi-airport/,15/04/2024 22:34:20
Bay Spring Carnival 2023,13 - 29 Jan 2023,"Bayfront Event Space, 12A Bayfront Avenue, Singapore 018970",ENDED,https://thesmartlocal.com/read/bay-spring-carnival-2023/,15/04/2024 22:34:20
Tiger Brokers What Would Tiger Do 2023,14 - 15 Jan 2023,"10 Penang Road, Visual Arts Centre, Singapore 238469",ENDED,https://thesmartlocal.com/read/tiger-brokers-wwtd-2023/,15/04/2024 22:34:20
Istana Open House,23 Jan 2023,"Orchard Road, Singapore 238823",ENDED,https://thesmartlocal.com/read/istana-open-house-2023/,15/04/2024 22:34:20
Disney'S Frozen The Hit Broadway Musical,05 Feb - 19 Mar 2023,"Sands Theatre, 4 Bayfront Avenue, B1, Singapore 018973",ENDED,https://thesmartlocal.com/read/frozen-musical-singapore/,15/04/2024 22:34:20
Chatuchak Night Market Singapore 2023,07 Feb - 02 Apr 2023,"200 Turf Club Road, The Grandstand South Carpark, Singapore 287994",ENDED,https://thesmartlocal.com/read/chatuchak-night-market-singapore-2023/,15/04/2024 22:34:20
29Rooms Singapore,10 Feb - 16 Apr 2023,"Gardens by the Bay, 18 Marina Gardens Drive, Singapore 018953",ENDED,https://thesmartlocal.com/read/29rooms-singapore/,15/04/2024 22:34:20
NUS Master Of Science (Audiology) Open Day 2022,11 Feb 2023,"14 Medical Drive, National University of Singapore, Block MD6, Level 2 (Audiology SMART Classroom), Singapore 117599",ENDED,https://thesmartlocal.com/read/sinus-infection-hearing-loss/,15/04/2024 22:34:20
Harry Potter And The Order Of The Phoenix In Concert,17 - 18 Feb 2023,"Esplanade Theatre, 1 Esplanade Drive, Singapore 038981",ENDED,https://thesmartlocal.com/read/harry-potter-concert-singapore/,15/04/2024 22:34:20
The Klook Express At Japan Travel Fair 2023,24 - 26 Feb 2023,"Suntec City West, Level 1 #327-328 (outside Uniqlo)",ENDED,https://thesmartlocal.com/read/japan-travel-fair-2023-promos/,15/04/2024 22:34:20
Artbox 2023,24 Feb - 05 Mar 2023,"Singapore Expo Hall 6, 1 Expo Drive, Singapore 486041",ENDED,https://thesmartlocal.com/read/artbox-2023/,15/04/2024 22:34:20
The Centrepoint Bootcamp Challenge & Sports Marathon,10 - 25 Mar 2023,"176 Orchard Road, Singapore 238843",ENDED,https://thesmartlocal.com/read/the-centrepoint-fitness-classes/,15/04/2024 22:34:20
Gardens By The Bay Sakura,11 Mar - 09 Apr 2023,"18 Marina Gardens Drive, Gardens by the Bay, Singapore 018953",ENDED,https://thesmartlocal.com/read/gardens-by-the-bay-sakura/,15/04/2024 22:34:20
Geylang Serai Bazaar,23 Mar - 22 Apr 2023,"1 Geylang Serai, Singapore 402001",ENDED,https://thesmartlocal.com/read/geylang-serai-bazaar-2023/,15/04/2024 22:34:20
Trash To Treasures Miniature Exhibition,14 - 23 Apr 2023,"302 Tiong Bahru Road, Tiong Bahru Plaza (BreadTalk entrance), Singapore 168732",ENDED,https://thesmartlocal.com/read/trash-to-treasures-miniature-exhibition/,15/04/2024 22:34:20
Tulipmania: Origins Of The Tulip,21 Apr - 21 May 2023,"Flower Dome, Gardens by the Bay, 18 Marina Gardens Drive, Singapore 018953",ENDED,https://thesmartlocal.com/read/gardens-by-the-bay-tulipmania/,15/04/2024 22:34:20
Changi Village Outdoor Murder Mystery RPG,22 - 30 Apr 2023,"Lorong Bekukong, Changi Point Waterfront Park",ENDED,https://thesmartlocal.com/read/changi-village-murder-mystery-rpg/,15/04/2024 22:34:20
Walk Beyond With Johnnie Walker,26 - 30 Apr 2023,"250 Orchard Road, Design Orchard, Singapore 238905",ENDED,https://thesmartlocal.com/read/johnnie-walker-walk-beyond/,15/04/2024 22:34:20
AECC Study Abroad Education Fair 2023,07 May 2023,"Marina Bay Sands Convention Centre, Level 3, Cassia Jr",ENDED,https://thesmartlocal.com/read/aecc-study-abroad-education-fair-2023/,15/04/2024 22:34:20
New Exhibitions At SAM @ Tanjong Pagar Distripark,18 May - 24 Sep 2023,"39 Keppel Rd, Tanjong Pagar Distripark, Singapore 089065",ENDED,https://thesmartlocal.com/read/sam-tanjong-pagar-distripark-exhibitions/,15/04/2024 22:34:20
Dear Tampines By Our Tampines Hub,27 May - 07 Jun 2023,"1 Tampines Walk, Singapore 528523",ENDED,https://thesmartlocal.com/read/our-tampines-hub-carnivals/,15/04/2024 22:34:20
Naruto 20th Anniversary Exhibition,29 May - 02 Jul 2023,"6 Raffles Boulevard, #03-208/209 Marina Square, Singapore 039594",ENDED,https://thesmartlocal.com/read/naruto-20th-anniversary-exhibition-singapore/,15/04/2024 22:34:20
I Light Singapore 2023,01 - 25 Jun 2023,"Marina Bay, South Beach & Millenia Walk",ENDED,https://thesmartlocal.com/read/i-light-singapore-2023/,15/04/2024 22:34:20
Carnival By The Straits 2023,10 Jun 2023,"43 Admiralty Road West, SAF Yacht Club, Singapore 759962",ENDED,https://thesmartlocal.com/read/carnival-by-the-straits/,15/04/2024 22:34:20
L’Occitane Hotel Pop-Up,28 Jun - 09 Jul 2023,"252 North Bridge Road, #01-01 Raffles City, Singapore 179103",ENDED,https://thesmartlocal.com/read/loccitane-pop-up-2023/,15/04/2024 22:34:20
Stranger Things - The Encounter,30 Jun - 01 Oct 2023,"201 Victoria Street, Level 2 Bugis+, Sinagpore 188067",ENDED,https://thesmartlocal.com/read/stranger-things-the-encounter/,15/04/2024 22:34:20
LEGO BTS Dynamite Experience,07 - 16 Jul 2023,"Along 391A Orchard Road, Ngee Ann City, Singapore 238873",ENDED,https://thesmartlocal.com/read/lego-bts-dynamite-experience/,15/04/2024 22:34:20
Youth Corps Community Fair,16 Jul 2023,"113 Somerset Road, The Red Box, Singapore 238165",ENDED,https://thesmartlocal.com/read/do-good-fest-2023/,15/04/2024 22:34:20
Singapore Food Festival 2023,19 - 30 Jul 2023,"12A Bayfront Ave, Singapore 018970",ENDED,https://thesmartlocal.com/read/singapore-food-festival-2023/,15/04/2024 22:34:20
“Itsy Bitsy Teenie Weenie Super Mini Thingy Exhibition,21 Jul - 06 Aug 2023,"409 Race Course Road, #03-01A, Singapore 218657",ENDED,https://thesmartlocal.com/read/miniature-exhibition-farrer-park/,15/04/2024 22:34:20
Majulah Fiesta 2023,03 - 09 Aug 2023,"1 Stadium Drive, Kallang, Singapore 271003",ENDED,https://thesmartlocal.com/read/majulah-fiesta-2023/,15/04/2024 22:34:20
Films At The Fort 2023,03 - 20 Aug 2023,"Fort Canning Green, River Valley Road, Singapore 179037",ENDED,https://thesmartlocal.com/read/films-at-the-fort-2023/,15/04/2024 22:34:20
The Centrepoint’S Artsy National Day Event Has SG-Themed Tokidoki & Miniature Models Of Local Sights ,04 Aug - 03 Sep 2023,"176 Orchard Road, The Centrepoint, Level 1 Atrium, Singapore 238843",ENDED,https://thesmartlocal.com/read/the-centrepoint-national-day-2023/,15/04/2024 22:34:20
Singapore Night Festival 2023,18 - 26 Aug 2023,"93 Stamford Road, Singapore 178897",ENDED,https://thesmartlocal.com/read/singapore-night-festival-2023/,15/04/2024 22:34:20
Wan Qing Mid-Autumn Festival 2023,29 Aug - 01 Oct 2023,"12 Tai Gin Road, Singapore 327874",ENDED,https://thesmartlocal.com/read/wan-qing-mid-autumn-festival-2023/,15/04/2024 22:34:20
Garden Of Lights At VivoCity,31 Aug - 01 Oct 2023,"1 HarbourFront Walk, Singapore 098585",ENDED,https://thesmartlocal.com/read/vivocity-mid-autumn-festival-2023/,15/04/2024 22:34:20
PLQ Mid-Autumn Events,01 Sep - 01 Oct 2023,"10 Paya Lebar Road, Singapore 409057",ENDED,https://thesmartlocal.com/read/plq-mid-autumn-festival-2023/,15/04/2024 22:34:20
Bugis Town Events 2023,02 - 17 Sep 2023,Multiple locations,ENDED,https://thesmartlocal.com/read/bugis-town-september-2023/,15/04/2024 22:34:20
Garden Of Blooms,16 Sep - 01 Oct 2023,"18 Marina Gardens Drive, Gardens By The Bay, Singapore 018953",ENDED,https://thesmartlocal.com/read/gbtb-mid-autumn-festival-2023/,15/04/2024 22:34:20
Now Is Not The Time,19 - 24 Sep 2023,"27 Pasir Panjang Road, Singapore 117537",ENDED,https://thesmartlocal.com/read/now-is-not-the-time/,15/04/2024 22:34:20
Carnival By The Bay,22 - 23 Sep 2023,"8A Marina Boulevard, Singapore 018984",ENDED,https://thesmartlocal.com/read/carnival-by-the-bay/,15/04/2024 22:34:20
Halloween Horror Nights 2023,29 Sep - 04 Nov 2023,"8 Sentosa Gateway, Universal Studios Singapore, Singapore 098269",ENDED,https://thesmartlocal.com/read/halloween-horror-nights-2023/,15/04/2024 22:34:20
LKY: The Experience,06 Oct - 31 Dec 2023,11 Prinsep Link,ENDED,https://thesmartlocal.com/read/lky-the-experience/,15/04/2024 22:34:20
Rest.In.Peace Centre Horror Experience,13 - 29 Oct 2023,"1 Sophia Road, Peace Centre, Singapore 228161",ENDED,https://thesmartlocal.com/read/peace-centre-horror-house/,15/04/2024 22:34:20
Klook Travel Fest 2023,14 - 15 Oct 2023,Marina Bay Sands Convention Centre Hall D,ENDED,https://thesmartlocal.com/read/klook-travel-fest-2023/,15/04/2024 22:34:20
There’S A Huge Bazaar In Little India With Loads Of Traditional Snacks & Festive Outfits For Deepavali Hols,14 Oct - 11 Nov 2023,Little India,ENDED,https://thesmartlocal.com/read/deepavali-market-little-india/,15/04/2024 22:34:20
Brews & Beats 2023,19 - 24 Oct 2023,"311 New Upper Changi Road, Singapore 467360",ENDED,https://thesmartlocal.com/read/bedok-mall-brews-and-beats-2023/,15/04/2024 22:34:20
Haw-Ror Villa 2,27 - 29 Oct 2023,"Haw Par Villa, 262 Pasir Panjang Road, Singapore 118628",ENDED,https://thesmartlocal.com/read/haw-par-villa-halloween-2023/,15/04/2024 22:34:20
Korean Film Festival 2023,27 Oct - 05 Nov 2023,"3 Temasek Boulevard, #03-373, Singapore 038983",ENDED,https://thesmartlocal.com/read/korean-film-festival-2023/,15/04/2024 22:34:20
Nautical Paw-Ty @ Northshore Plaza,05 Nov 2023,"407 Northshore Drive, Singapore 820407",ENDED,https://thesmartlocal.com/read/northshore-plaza-pet-friendly-event/,15/04/2024 22:34:20
Warner Bros. 100 At Sentosa,10 - 26 Nov 2023,siloso beach,ENDED,https://thesmartlocal.com/read/warner-bros-sentosa/,15/04/2024 22:34:20
Suntec City’ Holiday Wonderland,16 Nov - 26 Dec 2023,Suntec City,ENDED,https://thesmartlocal.com/read/suntec-city-holiday-wonderland-2023/,15/04/2024 22:34:20
Nintendo Pop-Up Store,17 Nov 2023 - 01 Jan 2024,"Jewel Changi Airport, Level 04-220/221",ENDED,https://thesmartlocal.com/read/nintendo-pop-up-store-jewel-changi/,15/04/2024 22:34:20
Pipe Around The World At Jewel,17 Nov 2023 - 01 Jan 2024,"Jewel Changi, 78 Airport Boulevard, Singapore 819666",ENDED,https://thesmartlocal.com/read/super-mario-jewel-changi/,15/04/2024 22:34:20
RollerMania 3.0,17 Nov 2023 - 01 Jan 2024,"Level 7 Carpark, 68 Orchard Road, Singapore 238839",ENDED,https://thesmartlocal.com/read/rollermania-2023/,15/04/2024 22:34:20
Walt Disney Animation Studios,18 Nov - 31 Dec 2023,"4 Bayfront Avenue, Sands Theatre, Singapore 018973",ENDED,https://thesmartlocal.com/read/immersive-disney-animation/,15/04/2024 22:34:20
UNTAME: Future Of Food,24 Nov - 02 Dec 2023,Science Centre Singapore,ENDED,https://thesmartlocal.com/read/science-centre-untame-future-of-food/,15/04/2024 22:34:20
JB MaQan Food Fest 2023,24 - 26 Nov 2023,"Padang A, Angsana Johor Bahru Mall, Bandar Baru Uda, 81200 Johor Bahru, Johor, Malaysia",ENDED,https://thesmartlocal.com/read/jb-maqan-food-fest-2023/,15/04/2024 22:34:20
Home Team Festival 2023,24 - 26 Nov 2023,"1 Expo Drive, Singapore 486150",ENDED,https://thesmartlocal.com/read/home-team-festival-2023/,15/04/2024 22:34:20
Nom Nom Cinema,24 Nov - 29 Dec 2023,"217 Lavender Street, Haus217, Singapore 338772",ENDED,https://thesmartlocal.com/read/nom-nom-cinema-2023/,15/04/2024 22:34:20
Smart Grandparent'S Day 2023,26 Nov 2023,National Museum of Singapore,ENDED,https://thesmartlocal.com/read/smart-nation-grandparents-day-2023/,15/04/2024 22:34:20
Christmas Wonderland 2023,01 Dec 2023 - 01 Jan 2024,"Gardens By The Bay, 18 Marina Gardens Drive, Singapore 018953",ENDED,https://thesmartlocal.com/read/christmas-wonderland-2023/,15/04/2024 22:34:20
Star On! 2023,03 Dec 2023,"1 Raffles Boulevard, Room 321-322, Summit 1, Suntec Singapore Convention & Exhibition Centre, Singapore 039593",ENDED,https://thesmartlocal.com/read/home-reno-questions/,15/04/2024 22:34:20
Ice Magic,09 Dec 2023 - 21 Jan 2024,"Bayfront Event Space,12A Bayfront Avenue, Singapore 018970",ENDED,https://thesmartlocal.com/read/ice-magic-2023/,15/04/2024 22:34:20
TurboCharged By KF1,14 - 31 Dec 2023,"Bayfront Event Space, 12A Bayfront Avenue, Singapore 018970",ENDED,https://thesmartlocal.com/read/turbocharged-go-karting-marina-bay/,15/04/2024 22:34:20
Bedok Mall Forest Frenzy Carnival 2024,22 Dec 2023 - 02 Jan 2024,"311 New Upper Changi Road, Singapore 467360",ENDED,https://thesmartlocal.com/read/bedok-mall-carnival-2024/,15/04/2024 22:34:20
HarbourFront Centre'S Chinese New Year Celebration,10 Jan - 13 Feb 2022,"1 Maritime Square, Singapore 099253",ENDED,https://thesmartlocal.com/read/harbourfront-centre-cny-2022/,15/04/2024 22:34:20
SIT Open House 2023,14 - 15 Jan 2022,"Suntec Convention and Exhibition Centre, Level 3",ENDED,https://thesmartlocal.com/read/sit-open-house-2023/,15/04/2024 22:34:20
Light To Night 2022,14 Jan - 03 Feb 2022,Civic District,ENDED,https://thesmartlocal.com/read/light-to-night-2022/,15/04/2024 22:34:20
Capitol Singapore CNY 2022:#Bubbly Celebration_0,21 Jan 2022 - 23rd Jan 2022 ,Photography by Doreen Fan.,ENDED,https://thesmartlocal.com/read/capitol-singapore-cny-2022/,15/04/2024 22:34:20
Capitol Singapore CNY 2022:#Bubbly Celebration_1, 28th Jan – 2nd Feb 2022,Photography by Doreen Fan.,ENDED,https://thesmartlocal.com/read/capitol-singapore-cny-2022/,15/04/2024 22:34:20
SHEIN X Atome Pop-Up Store,21 - 25 Jan 2022,"2 Orchard Link, #01-02 MOX @ *SCAPE, Singapore 237978",ENDED,https://thesmartlocal.com/read/cny-outfit-tips/,15/04/2024 22:34:20
Eevee Adventure At Sentosa,29 Jan - 20 Feb 2022,Sentosa,ENDED,https://thesmartlocal.com/read/eevee-adventure-sentosa/,15/04/2024 22:34:20
Van Cleef & Arpels: A Journey Through The Poetry Of Time:#Van Cleef & Arpels: A Journey Through the Poetry of Time,12th – 20th February 2022,Cover images adapted from: Van Cleef & Arpels,ENDED,https://thesmartlocal.com/read/van-cleef-arpels-mbs/,15/04/2024 22:34:20
Attack On Titan: The Exhibition:#Get tickets for Attack on Titan: The Exhibition,19th Feb-3rd Jul 2022,A portion of this content may contain referral links to products. Our opinions remain our own.,ENDED,https://thesmartlocal.com/read/attack-on-titan-exhibition/,15/04/2024 22:34:20
A Date With My Boomer:#1_0,Come by A Date with My Boomer (The Carnival) with your gr,"Cover image adapted from: @artnooq, @k33ee, @brbdoingnails",ENDED,https://thesmartlocal.com/read/chinatown-free-art-jamming/,15/04/2024 22:34:20
A Date With My Boomer:#1_1,"ma, gr","Cover image adapted from: @artnooq, @k33ee, @brbdoingnails",ENDED,https://thesmartlocal.com/read/chinatown-free-art-jamming/,15/04/2024 22:34:20
A Date With My Boomer:#1_2,pa or even your parents to enjoy a free 2-hour-long art jamming session. As long as your plus one is 65 ,"Cover image adapted from: @artnooq, @k33ee, @brbdoingnails",ENDED,https://thesmartlocal.com/read/chinatown-free-art-jamming/,15/04/2024 22:34:20
A Date With My Boomer:#1_3," above, you’ll qualify for the complimentary activity. Lunch will also be provided if you register for the 10AM or 12PM sessions.","Cover image adapted from: @artnooq, @k33ee, @brbdoingnails",ENDED,https://thesmartlocal.com/read/chinatown-free-art-jamming/,15/04/2024 22:34:20
Changi’S Sweetest Treat,11 Mar - 03 May 2022,"65 Airport Boulevard, Changi Airport Terminal 3, Singapore 819663",ENDED,https://thesmartlocal.com/read/changi-airport-chupa-chups/,15/04/2024 22:34:20
Brickman Wonders Of The World 2022:#Brickman Wonders Of The World,From 25th March – 3rd July 2022,Originally published on 5th January 2022. Last updated by Josiah Neo on 5th March 2022.,ENDED,https://thesmartlocal.com/read/brickman-lego-exhibition-sg/,15/04/2024 22:34:20
Geylang Serai Ramadan Bazaar 2022,02 Apr - 02 May 2022,"1 Geylang Serai, Singapore 402001",ENDED,https://thesmartlocal.com/read/geylang-serai-ramadan-bazaar-2022/,15/04/2024 22:34:20
Hong Kong Tourism Board,05 - 17 Apr 2022,"3 Temasek Boulevard, Suntec City East Atrium Level 1 and 3, Singapore 038983",ENDED,https://thesmartlocal.com/read/hongkong-exhibition-2022/,15/04/2024 22:34:20
New Light On An Old Tale Exhibition,05 Apr - 30 Jun 2022,"1 Canning Rise, National Archives of Singapore, Singapore 179868",ENDED,https://thesmartlocal.com/read/new-light-on-an-old-tale-exhibition/,15/04/2024 22:34:20
Coach X Two Men Bagel House Pop-Up,09 Apr - 08 May 2022,"39 Duxton Hill, Singapore 089616",ENDED,https://thesmartlocal.com/read/coach-bagel-pop-up-2022/,15/04/2024 22:34:20
Seedly Personal Finance Festival 2022:#Investing Themes In 2022,23rd April 2022,This post was brought to you by Seedly.,ENDED,https://thesmartlocal.com/read/seedly-personal-finance-festival-2022/,15/04/2024 22:34:20
LingoAce,23 - 26 Apr 2022,"LingoAce @ 111 Somerset, #01-47, Singapore 238164",ENDED,https://thesmartlocal.com/read/lingoace-upcycle-storybook/,15/04/2024 22:34:20
Rainbow Connection II:#1,06 May 2022 - 29th May 2022,"Cover images adapted from: @jojolau88, Malay Heritage Centre",ENDED,https://thesmartlocal.com/read/malay-heritage-centre-rainbow-connection/,15/04/2024 22:34:20
MetaJam Asia:#Get tickets to MetaJam Asia here,06 May 2022 - until 31st July 2022,"This post was done in collaboration with MetaJam. However, all opinions are our own.",ENDED,https://thesmartlocal.com/read/metajam-asia/,15/04/2024 22:34:20
MetaJam Asia:#2,06 May 2022 - until 31st July 2022,Admission: $18 for Day Pass | $45 for multi-day Season Pass | 0.08ETH for a Meta Pass,ENDED,https://thesmartlocal.com/read/metajam-asia/,15/04/2024 22:34:20
Let’S Play @ D'Marquee,28 Apr 2022,Downtown East,ENDED,https://thesmartlocal.com/read/lets-play-dmarquee-downtown-east/,15/04/2024 22:34:20
Love @ Chinatown Point,17 May - 26 Jun 2022,Chinatown Point,ENDED,https://thesmartlocal.com/read/chinatown-point-love/,15/04/2024 22:34:20
PUMA Run XX Nitro Experience,27 May - 05 Jun 2022,"Bugis+ 201 Victoria Street, Singapore 188067",ENDED,https://thesmartlocal.com/read/puma-bugis-pop-up/,15/04/2024 22:34:20
Wellness Festival Singapore:#A Forest Bathing Journey,4th & 12 June,Cover image adapted from Singapore Tourism Board.,ENDED,https://thesmartlocal.com/read/wellness-festival-singapore/,15/04/2024 22:34:20
I Light Singapore,03 - 26 Jun 2022,Marina Bay,ENDED,https://thesmartlocal.com/read/i-light-singapore-2022/,15/04/2024 22:34:20
Zentosa Fest 2022,04 - 30 Jun 2022,"Palawan Beach, Sentosa",ENDED,https://thesmartlocal.com/read/sentosa-zentosa-fest-2022/,15/04/2024 22:34:20
"Off / On: Everyday Technology That Changed Our Lives, 1970s – 2000s",10 Jun - 01 Oct 2022,National Museum of Singapore,ENDED,https://thesmartlocal.com/read/national-museum-off-on-exhibit/,15/04/2024 22:34:20
"A Walk In The Forest Of Verbs With ""MUJI IS""",12 Jun - 27 Jul 2022,Japan Creative Centre,ENDED,https://thesmartlocal.com/read/muji-exhibition-singapore/,15/04/2024 22:34:20
Drive-In Movie Screening @ Downtown East,25 Jun 2022,"Downtown East Begonia Open-air Carpark, 1 Pasir Ris Close, Singapore 519599",ENDED,https://thesmartlocal.com/read/downtown-east-drive-in-movie/,15/04/2024 22:34:20
Movies By The Beach,01 Jul - 30 Sep 2022,"Southside Beach, 80 Siloso Road, 098969",ENDED,https://thesmartlocal.com/read/movies-by-the-beach-sentosa/,15/04/2024 22:34:20
SkillsFuture Festival,05 Jul - 14 Aug 2022,Various locations,ENDED,https://thesmartlocal.com/read/skillsfuture-festival-2022/,15/04/2024 22:34:20
Cellarfiesta 2022,11 Jul 2022,,ENDED,https://thesmartlocal.com/read/cellarbration-cellarfiesta-2022/,15/04/2024 22:34:20
How To Grow Your Wealth In A Turbulent Market,16 Jul 2022,"1 Raffles Boulevard, Suntec Singapore Convention and Exhibition Centre, Hall 406, Singapore 039593",ENDED,https://thesmartlocal.com/read/investing-red-flags/,15/04/2024 22:34:20
The Westin Singapore Wedding Show,23 - 24 Jul 2022,"12 Marina View, Asia Square Tower 2, The Westin Singapore, Singapore 018961",ENDED,https://thesmartlocal.com/read/wedding-planning-singapore/,15/04/2024 22:34:20
Dyson Home Event,25 - 31 Jul 2022,"23 Serangoon Central, NEX, Atrium Level 1, Singapore 556083",ENDED,https://thesmartlocal.com/read/dyson-home-event/,15/04/2024 22:34:20
Fill A Tote,29 - 31 Jul 2022,"Kong Beng Industrial Building, 41 Jalan Pemimpin, Singapore 577186",ENDED,https://thesmartlocal.com/read/books-beyond-borders-sale/,15/04/2024 22:34:20
Patricia Piccinini: We Are Connected,05 Aug 2022 - 29 Jan 2023,"ArtScience Museum, 6 Bayfront Avenue, Singapore 018974",ENDED,https://thesmartlocal.com/read/artscience-museum-patricia-piccinini/,15/04/2024 22:34:20
We Live In An Ocean Of Air,05 Aug - 02 Oct 2022,"6 Bayfront Avenue, ArtScience Museum VR Gallery Level 4, Singapore 018974",ENDED,https://thesmartlocal.com/read/artscience-museum-vr-exhibit/,15/04/2024 22:34:20
Films At The Fort:#Book your tickets to Films at the Fort,10th-21st August 2022,"Cover image adapted from: @filmsatthefort, @indiecollaborates",ENDED,https://thesmartlocal.com/read/films-at-the-fort-2022/,15/04/2024 22:34:20
Have I Gone Mad?:#Book your tickets to Have I Gone Mad?,12th-14th & 19th-21th Aug 2022,Cover image adapted from: The Secret Patio,ENDED,https://thesmartlocal.com/read/the-secret-patio-tea-party/,15/04/2024 22:34:20
Temasek Foundation SSO National Day Concert 2022,13 Aug 2022,"1 Esplanade Drive, Esplanade Concert Hall, Singapore 038981",ENDED,https://thesmartlocal.com/read/sso-national-day-concert/,15/04/2024 22:34:20
Wan Qing Mid-Autumn Festival 2022,16 Aug - 25 Sep 2022,Sun Yat Sen Nanyang Memorial Hall,ENDED,https://thesmartlocal.com/read/celestial-bodies-mid-autumn-festival/,15/04/2024 22:34:20
OnTheList Tory Burch Sale,17 - 20 Aug 2022,"30 Raffles Place, CIMB Plaza #02-20, OnTheList Showroom, Singapore 048622",ENDED,https://thesmartlocal.com/read/onthelist-tory-burch-sale/,15/04/2024 22:34:20
Singapore Night Festival 2022,19 - 27 Aug 2022,Bras Basah-Bugis Precinct ,ENDED,https://thesmartlocal.com/read/singapore-night-festival-2022/,15/04/2024 22:34:20
Hanging Gardens - Mexican Roots,20 Aug - 25 Sep 2022,"18 Marina Gardens Drive, Gardens by the Bay Flower Dome, Singapore 018953",ENDED,https://thesmartlocal.com/read/gardens-by-the-bay-hanging-gardens/,15/04/2024 22:34:20
