Event Title,Date,Location,URL,Date_of_check
MINDSHOP™| Become an Efficient Product Owner,"Sunday, May 5 · 7 - 10pm GMT+8",Online,https://www.eventbrite.com/e/mindshoptm-become-an-efficient-product-owner-tickets-417259493377?aff=ebdssbdestsearch,02/05/2024 10:25:23
Sound Bath featuring Crystal Singing Bowls with Nature Water Sounds,"Sun, 12 May, 20:00",Studio@Bugis,https://www.eventbrite.com/e/sound-bath-featuring-crystal-singing-bowls-with-nature-water-sounds-tickets-893738595197?aff=ebdssbdestsearch,02/05/2024 10:25:23
Let Go into Peace + Sound Bath,"Sat, 4 May 2024 12:00 - 13:00 GMT+8",SPACE2B,https://www.eventbrite.sg/e/let-go-into-peace-sound-bath-tickets-812163060577?aff=ebdssbdestsearch,02/05/2024 10:25:23
Gentle Morning YOGA - Saturday 9am @Botanic Gardens,"Saturday, May 4 · 9 - 10am GMT+8",Botanic Gardens - Tanglin gate - Napier MRT * LAWN E * ( large green area in front of the swan lake where there is Tembusu Heritage Tree),https://www.eventbrite.sg/e/gentle-morning-yoga-saturday-9am-botanic-gardens-tickets-885345340747?aff=ebdssbdestsearch,02/05/2024 10:25:23
75% Discount for Minecraft Trial Classes for Ages 8-12,"Sunday, May 5 · 9 - 9:30am GMT+8",Empire Code Novena Campus,https://www.eventbrite.sg/e/75-discount-for-minecraft-trial-classes-for-ages-8-12-tickets-796561616237?aff=ebdssbdestsearch,02/05/2024 10:25:23
Double/Triple Dates Small Group Dating@98 Bistro,"Friday, May 3 · 7 - 9pm GMT+8",98 Bistro,https://www.eventbrite.com/e/doubletriple-dates-small-group-dating98-bistro-tickets-864500633667?aff=ebdssbdestsearch,02/05/2024 10:25:23
[Sun 2pm] The Ultimate Ninja Coding Trial Class for Kids Ages 9 to 16,"Sun, 5 May 2024 14:00 - 15:30 GMT+8",Code Ninja (Singapore),https://www.eventbrite.sg/e/sun-2pm-the-ultimate-ninja-coding-trial-class-for-kids-ages-9-to-16-tickets-694558060857?aff=ebdssbdestsearch,02/05/2024 10:25:23
Basic Silversmithing,"Sat, 4 May 2024 15:00 - 18:00 GMT+8",229 Joo Chiat Rd,https://www.eventbrite.sg/e/basic-silversmithing-tickets-306247002027?aff=ebdssbdestsearch,02/05/2024 10:25:23
Nyonya Rice Dumpling Making Class,"Fri, 5 May 2023 09:00 - Sun, 26 May 2024 14:00 GMT+8",Spazio @ Kovan,https://www.eventbrite.sg/e/nyonya-rice-dumpling-making-class-tickets-615312916497?aff=ebdssbdestsearch,02/05/2024 10:25:23
Violin/Viola/Cello Tuning Workshop,"Saturday, May 4 · 11am - 5pm GMT+8","Stradivari Strings: Music Academy, Violin and cello shop",https://www.eventbrite.com/e/violinviolacello-tuning-workshop-tickets-645237822697?aff=ebdssbdestsearch,02/05/2024 10:25:23
Breathwork and Ice Baths,"Sunday, May 5 · 5 - 6:30pm GMT+8",32 Lor Sarhad,https://www.eventbrite.sg/e/breathwork-and-ice-baths-tickets-853332990947?aff=ebdssbdestsearch,02/05/2024 10:25:23
Mindful Supper,"Tue, 7 May 2024 7:00 PM - 9:30 PM GMT+8",Crane Villa,https://www.eventbrite.sg/e/mindful-supper-tickets-564448479597?aff=ebdssbdestsearch,02/05/2024 10:25:23
Party Singapore - Bespoke Pub Crawl,"Friday, May 3 · 7 - 11pm GMT+8",smoobar at prinsep,https://www.eventbrite.com/e/party-singapore-bespoke-pub-crawl-tickets-524479150257?aff=ebdssbdestsearch,02/05/2024 10:25:23
Jaz For Laughs at the Blu Jaz,"Mon, 6 May 2024 19:30 - 21:30 GMT+8","Blu Jaz , Bali Lane",https://www.eventbrite.com/e/jaz-for-laughs-at-the-blu-jaz-tickets-406678475267?aff=ebdssbdestsearch,02/05/2024 10:25:23
Singapore Street Food & Ethnic Quarters Kick Scooter Tour,"Friday, May 3 · 5 - 8:30pm GMT+8",Little India MRT,https://www.eventbrite.sg/e/singapore-street-food-ethnic-quarters-kick-scooter-tour-tickets-716908431417?aff=ebdssbdestsearch,02/05/2024 10:25:23
Fri 7am - HIIT Fitness Class,"Fri, 3 May 2024 7:00 AM - 8:00 AM GMT+8","Singapore Sports Hub, 100 Plus Promenade",https://www.eventbrite.sg/e/fri-7am-hiit-fitness-class-tickets-877331430927?aff=ebdssbdestsearch,02/05/2024 10:25:23
